,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book
2544,Atlas Shrugged,Ayn Rand,3.69,eng,1074,912,128,3/3/1992,Signet,1992,20th,big
2545,Atlas Shrugged,Ayn Rand,3.69,eng,1168,86,12,10/12/1957,Random House,1957,20th,big
2546,Skinny Legs and All,Tom Robbins,4.04,eng,422,35517,1014,3/10/2002,No Exit Press,2002,21th,big
2547,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,eng,224,911,42,9/11/1995,Ballantine Books,1995,20th,small
2548,Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.14,eng,224,1675,124,5/1/1991,Tarcherperigee,1991,20th,small
2549,The Sari Shop,Rupa Bajwa,3.44,eng,224,1858,153,6/17/2005,W. W. Norton  Company,2005,21th,small
2550,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,eng,368,603675,10079,11/4/2003,Dell Publishing Company,2003,21th,small
2551,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.66,eng,388,76205,1867,11/28/2006,Dell Publishing Company,2006,21th,small
2552,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,eng,387,100796,2382,12/27/2004,Dell Publishing Company,2004,21th,small
2553,Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.78,eng,407,94917,2089,8/31/2004,Dell Publishing Company,2004,21th,big
2554,Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,3.79,eng,359,110706,2070,2/27/2007,Dial Press,2007,21th,small
2555,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,eng,320,2214,249,9/14/2000,Transworld Publishers,2000,21th,small
2556,The Story of Chicago May,Nuala O'Faolain,3.24,eng,307,344,59,10/1/2005,Riverhead Books,2005,21th,small
2557,Chicago Stories,James T. Farrell/Charles Fanning,3.89,eng,296,38,5,6/1/1998,University of Illinois Press,1998,20th,small
2558,Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,3.6,eng,224,49,9,2/1/2003,Chronicle Books,2003,21th,small
2559,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,4.24,eng,1487,2174,51,8/19/2009,Modern Library/Random House (NY),2009,21th,big
2560,Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard/Walter Lowrie,4.1,eng,420,519,36,11/21/1968,Princeton University Press,1968,20th,big
2561,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra/Stanley Appelbaum,3.34,mul,288,26,0,12/23/1998,Dover Publications,1998,20th,small
2562,The Complete Collected Poems,Maya Angelou,4.42,eng,273,7983,245,9/13/1994,Random House,1994,20th,small
2563,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,3.93,eng,640,13920,248,11/30/1976,Oxford University Press,1976,20th,big
2564,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,4.06,eng,223,110,16,1/17/2005,Princeton University Press,2005,21th,small
2565,Hegel's Phenomenology of Spirit,Martin Heidegger/Kenneth Maly/Parvis Emad,4.18,eng,176,117,3,8/1/1988,Indiana University Press,1988,20th,small
2566,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,4.35,eng,1838,9284,133,5/1/1997,Hackett Publishing Company  Inc.,1997,20th,big
2567,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,4.33,eng,125,9,1,12/28/1995,Mayfield Publishing Company (NY),1995,20th,small
2568,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.82,eng,401,36853,1725,3/1/2003,Orchard Books,2003,21th,big
2569,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.9,eng,128,312,9,1/1/2003,Albert Whitman  Company,2003,21th,small
2570,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,eng,749,1032,162,11/3/1998,Modern Library,1998,20th,big
2571,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,eng,306,1967,131,12/1/1996,Abingdon Press,1996,20th,small
2572,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,eng,400,3728,141,10/29/2006,Thomas Nelson,2006,21th,small
2573,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,eng,397,3381,116,5/1/2000,Signet,2000,21th,small
2574,The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,4.3,eng,288,2221,165,4/17/1992,W.W. Norton & Company,1992,20th,small
2575,Experiencing Father's Embrace,Jack Frost,4.33,eng,256,545,44,4/1/2006,Destiny Image Incorporated,2006,21th,small
2576,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,eng,330,44,10,11/1/2006,William B. Eerdmans Publishing Company,2006,21th,small
2577,Memory's Embrace (Corbins  #3),Linda Lael Miller,4.19,eng,320,407,18,6/1/1991,Pocket Books,1991,20th,small
2578,Beauty: The Invisible Embrace,John O'Donohue,4.47,eng,261,678,78,3/1/2005,Harper Perennial,2005,21th,small
2579,Embrace,Mark Behr,3.8,eng,726,72,5,2/1/2001,Little  Brown Book Group,2001,21th,big
2580,Saving Fish from Drowning,Amy Tan,3.43,eng,472,26762,2524,9/26/2006,Ballantine Books,2006,21th,big
2581,Un Lugar Llamado Nada,Amy Tan/Claudia Conde,3.43,spa,475,98,6,8/30/2006,Planeta Publishing,2006,21th,big
2582,Virginia Woolf: An Inner Life,Julia Briggs,4.15,eng,544,635,21,11/6/2006,Mariner Books,2006,21th,big
2583,Measure for Measure,William Shakespeare,3.68,eng,224,58,5,10/27/2005,Penguin Group(CA),2005,21th,small
2584,Henry Adams and the Making of America,Garry Wills,3.79,eng,480,95,20,9/14/2005,Houghton Mifflin Harcourt,2005,21th,big
2585,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,4.25,eng,153,144121,8131,6/1/2004,Pantheon,2004,21th,small
2586,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,4.24,eng,187,57309,2308,8/2/2005,Pantheon Books,2005,21th,small
2587,Chicken with Plums,Marjane Satrapi,3.86,eng,84,8539,667,10/3/2006,Pantheon Books,2006,21th,small
2588,Embroideries,Marjane Satrapi/Anjali Singh,3.86,eng,144,14654,1121,4/18/2006,Pantheon,2006,21th,small
2589,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,4.26,eng,520,6726,1018,10/5/2005,Phoenix Press,2005,21th,big
2590,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,4.16,eng,557,32307,1224,7/15/2006,Hyperion Books,2006,21th,big
2591,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,eng,469,133114,4243,5/19/2002,Starscape,2002,21th,big
2592,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,eng,451,65344,1419,12/9/2001,Tor Books,2001,21th,big
2593,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4.0,eng,336,11205,431,12/26/2006,Ballantine Books,2006,21th,small
2594,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,4.24,eng,1007,148074,2471,10/15/1993,Tom Doherty Tor Fantasy,1993,20th,big
2595,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,4.2,eng,304,227,32,8/6/2006,Thomas Nelson,2006,21th,small
2596,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,3.79,eng,507,14477,868,7/1/2005,Luna,2005,21th,big
2597,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.04,eng,118,2685,182,6/9/2009,HarperOne,2009,21th,small
2598,In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,4.09,eng,73,467,32,5/3/2001,Vintage Classics,2001,21th,small
2599,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.4,eng,272,6946,182,9/29/2009,HarperOne,2009,21th,small
2600,Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,eng,323,15827,616,8/26/2003,Berkley Books,2003,21th,small
2601,The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,3.86,eng,327,1299,128,12/1/2003,Vintage Books,2003,21th,small
2602,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,3.83,eng,229,78434,3464,10/3/2002,Vintage,2002,21th,small
2603,Back to Wando Passo,David     Payne,3.25,eng,448,202,26,5/23/2006,William Morrow,2006,21th,big
2604,Still Life with Woodpecker,Tom Robbins,4.05,eng,288,63155,2286,4/9/2001,No Exit Press,2001,21th,small
2605,Half Asleep in Frog Pajamas,Tom Robbins,3.74,eng,389,18417,542,1/5/2002,No Exit Press,2002,21th,small
2606,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,eng,415,335,38,5/2/2000,Bantam Books,2000,21th,big
2607,PanAroma: Jitterbug Perfume,Tom Robbins/Nikolaus Hansen,4.25,ger,556,59,4,12/5/1985,Rowohlt Verlag,1985,20th,big
2608,Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins/Pociao/Roberto de Hollanda,3.98,ger,376,3,0,6/1/1997,Rowohlt Verlag,1997,20th,small
2609,Halbschlaf im Froschpyjama,Tom Robbins/Pociao/Walter Hartmann,3.74,ger,459,22,2,11/2/1998,Rowohlt Verlag,1998,20th,big
2610,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,3.96,eng,288,40599,1127,9/8/1998,Dial Press,1998,20th,small
2611,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,3.79,eng,318,7213,139,1/12/1999,Dial Press Trade Paperback,1999,20th,small
2612,Mother Night,Kurt Vonnegut Jr.,4.22,eng,282,64096,2316,5/11/1999,Dial Press,1999,20th,small
2613,Galápagos,Kurt Vonnegut Jr.,3.88,eng,324,55850,1990,1/12/1999,Dial Press,1999,20th,small
2614,Timequake,Kurt Vonnegut Jr.,3.72,eng,219,23527,822,8/6/1998,Vintage Classics,1998,20th,small
2615,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,3.87,eng,288,31084,1062,5/11/1999,Dial Press,1999,20th,small
2616,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,3.72,eng,80,866,52,12/1/2000,Washington Square Press,2000,21th,small
2617,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,3.77,eng,300,5135,192,5/11/1999,Dial Press,1999,20th,small
2618,Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,3.78,eng,62,420,40,1/1/1980,HarperCollins Publishers,1980,20th,small
2619,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,eng,527,914,8,5/28/1995,Wings Books,1995,20th,big
2620,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,eng,912,5161,184,4/5/2005,William Morrow Paperbacks,2005,21th,big
2621,Farewell Summer (Green Town  #3),Ray Bradbury,3.72,eng,211,3405,338,10/17/2006,William Morrow,2006,21th,small
2622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,eng,348,847,60,4/7/1990,Bantam Books,1990,20th,small
2623,Dandelion Wine,Ray Bradbury,4.09,eng,267,676,119,2/1/1999,William Morrow,1999,20th,small
2624,The Homecoming,Ray Bradbury/Dave McKean,4.08,eng,56,806,98,8/30/2006,Collins Design,2006,21th,small
2625,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,eng,176,909,135,8/1/1993,Joshua Odell Editions,1993,20th,small
2626,Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,4.13,eng,40,198,12,9/14/2004,Dragonfly Books,2004,21th,small
2627,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,4.07,eng,162,308,28,6/21/2012,iBooks,2012,21th,small
2628,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.24,eng,384,372,45,2/21/2006,Harper Perennial,2006,21th,small
2629,The Cat's Pajamas,Ray Bradbury,3.73,eng,234,1370,122,7/26/2005,William Morrow Paperbacks,2005,21th,small
2630,Essays,George Orwell/John Carey,4.33,eng,1369,607,48,10/15/2002,Everyman's Library Classics,2002,21th,big
2631,Why I Write,George Orwell,4.03,eng,120,6389,541,9/6/2005,Penguin Books,2005,21th,small
2632,Homage to Catalonia,George Orwell/Lionel Trilling,4.14,eng,232,30358,1629,10/22/1980,Harcourt  Inc.(Harvest Book),1980,20th,small
2633,Keep the Aspidistra Flying,George Orwell,3.88,eng,277,11970,688,10/26/2000,Penguin Books Ltd,2000,21th,small
2634,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,4.38,eng,480,274,22,3/8/1961,Mariner Books,1961,20th,big
2635,If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,4.05,eng,254,1444,180,6/1/1993,Everyman's Library,1993,20th,small
2636,Parachutes & Kisses,Erica Jong,3.46,eng,405,577,26,8/3/2006,Tarcherperigee,2006,21th,big
2637,Fear of Fifty: A Midlife Memoir,Erica Jong,3.55,eng,329,455,31,9/7/2006,Tarcherperigee,2006,21th,small
2638,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,eng,313,1316,80,7/6/2006,Tarcherperigee,2006,21th,small
2639,Any Woman's Blues,Erica Jong,3.51,eng,362,425,28,1/1/2007,Tarcherperigee,2007,21th,small
2640,What Do Women Want?: Essays by Erica Jong,Erica Jong,3.69,eng,309,164,9,5/10/2007,Tarcherperigee,2007,21th,small
2641,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,eng,512,971,71,5/17/2003,W. W. Norton  Company,2003,21th,big
2642,Serenissima aka Shylock's Daughter,Erica Jong,3.29,eng,384,282,17,3/1/1988,Dell,1988,20th,small
2643,Dogeaters,Jessica Hagedorn,3.59,eng,96,90,8,12/1/2002,Theatre Communications Group,2002,21th,small
2644,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.84,eng,272,797,116,9/4/2002,Farrar  Straus and Giroux,2002,21th,small
2645,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,eng,348,324487,13070,10/5/2003,Vintage International,2003,21th,small
2646,El amor en los tiempos del cólera,Gabriel García Márquez,3.91,spa,451,663,46,1/1/1992,Sudamericana,1992,20th,big
2647,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,4.24,eng,188,1953,84,4/10/2003,Bloomsbury Academic,2003,21th,small
2648,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,eng,320,248686,8251,10/27/2009,Harper Perennial,2009,21th,small
2649,Obasan,Joy Kogawa,3.64,eng,320,5407,368,12/27/1993,Anchor Books,1993,20th,small
2650,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,eng,1296,1795,60,9/16/2002,Tor Books,2002,21th,big
2651,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,eng,432,317,31,2/15/1987,Tor Books,1987,20th,big
2652,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.75,eng,375,127324,4496,10/17/2006,Crown,2006,21th,small
2653,Mao: The Unknown Story,Jung Chang/Jon Halliday,3.83,eng,801,8035,640,11/14/2006,Anchor Books,2006,21th,big
2654,The Art of War,Mao Zedong,4.2,eng,328,62,0,4/1/2005,El Paso Norte Press,2005,21th,small
2655,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.18,eng,512,5247,491,4/25/2006,Harper,2006,21th,big
2656,Wild Swans: Three Daughters of China,Jung Chang,4.26,eng,666,1832,214,4/5/2004,Harper Perennial,2004,21th,big
2657,The Wild Swans,Peg Kerr,3.67,eng,464,352,37,11/1/2001,Aspect,2001,21th,big
2658,Women in Love,D.H. Lawrence,3.67,eng,416,25059,702,1/15/2003,Dover Publications,2003,21th,big
2659,Women Who Love Too Much,Robin Norwood,4.02,eng,314,267,32,9/2/2004,Arrow,2004,21th,small
2660,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward/Joan Torres,4.09,eng,304,1570,64,1/2/2002,Bantam,2002,21th,small
2661,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng,284,4315,532,5/4/1999,Broadway Books,1999,20th,small
2662,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng,397,308840,14993,12/26/2006,Anchor Books,2006,21th,small
2663,A Walk in the Woods (Stickerific),Walt Disney Company,3.5,eng,16,8,0,1/23/2001,Golden/Disney,2001,21th,small
2664,The Fortress of Solitude,Jonathan Lethem,3.88,eng,528,16714,1010,1/6/2005,Faber and Faber,2005,21th,big
2665,Fortress of Solitude / The Devil Genghis,Kenneth Robeson/Lester Dent,3.99,eng,128,95,11,12/1/2006,Nostalgia Ventures,2006,21th,small
2666,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.27,eng,393,958,57,12/31/1980,Picador,1980,20th,small
2667,Difficult Loves,Italo Calvino,3.94,eng,300,4084,205,9/23/1985,Mariner Books,1985,20th,small
2668,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,4.03,eng,272,4701,181,3/28/1977,Mariner Books,1977,20th,small
2669,The View from Castle Rock,Alice Munro,3.68,eng,349,3459,423,11/7/2006,Alfred A. Knopf,2006,21th,small
2670,The View From Castle Rock,Alice Munro,3.68,eng,368,53,12,11/19/2008,McClelland and Stewart,2008,21th,small
2671,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,4.16,eng,368,31394,4262,4/9/2002,Modern Library,2002,21th,small
2672,Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,3.77,eng,48,432,90,8/17/2006,Dutton Books for Young Readers,2006,21th,small
2673,King Rat (Asian Saga  #4),James Clavell,4.14,eng,368,28103,643,5/19/2009,Delta,2009,21th,small
2674,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea/Mark Wahlberg",3.51,eng,304,34,3,3/14/2006,William Morrow,2006,21th,small
2675,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,eng,120,174,16,8/12/2003,Pantheon,2003,21th,small
2676,Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami/Ellen Archer/Patrick Lawlor,3.84,eng,0,28,3,10/15/2006,Tantor Media,2006,21th,small
2677,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,eng,333,22847,1280,8/29/2006,Alfred A. Knopf,2006,21th,small
2678,The Bookseller of Kabul,Åsne Seierstad/Ingrid Christopherson,3.77,eng,288,34941,2473,10/26/2004,Little  Brown and Company,2004,21th,small
2679,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,eng,174,258,46,3/5/2007,University of North Carolina Press,2007,21th,small
2680,Making Globalization Work,Joseph E. Stiglitz,3.85,eng,384,1718,88,9/17/2006,W. W. Norton  Company,2006,21th,small
2681,Prep : A Novel,Curtis Sittenfeld,3.38,eng,420,55304,4450,11/22/2005,Random House Trade Paperbacks,2005,21th,big
2682,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,eng,457,47,1,9/30/2005,Lumen,2005,21th,big
2683,The Wizard of Oz,Salman Rushdie/Richard Maltby/Melvyn Bragg,4.0,eng,69,749,54,5/27/1992,British Film Institute,1992,20th,small
2684,The Ground Beneath Her Feet,Salman Rushdie,3.79,eng,576,9445,476,3/16/2000,Picador,2000,21th,big
2685,The Moor's Last Sigh,Salman Rushdie,3.93,eng,434,10414,445,7/4/1996,Vintage,1996,20th,big
2686,Los Versos Satánicos,Salman Rushdie,3.71,spa,679,1,0,8/30/2003,Debolsillo,2003,21th,big
2687,Dangling Man,Saul Bellow/Salman Rushdie,3.54,eng,191,1718,103,10/1/1996,Penguin Classics,1996,20th,small
2688,Grimus,Salman Rushdie,3.41,eng,320,2560,150,9/30/2003,Random House Trade,2003,21th,small
2689,Breakfast at Tiffany's,Truman Capote,3.89,eng,157,2107,238,9/3/1998,Penguin Books,1998,20th,small
2690,Jesus' Son,Denis Johnson,4.09,eng,192,321,30,1/23/2007,Methuen Publishing,2007,21th,small
2691,Angels,Denis Johnson,3.72,eng,209,4263,227,3/6/2003,Vintage,2003,21th,small
2692,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,eng,225,562,33,1/1/1996,Harper Perennial,1996,20th,small
2693,The Stars at Noon,Denis Johnson,3.58,eng,192,597,40,5/30/2000,Harper Perennial,2000,21th,small
2694,The Rules of Attraction,Bret Easton Ellis,3.68,eng,283,35311,974,6/30/1998,Vintage Contemporaries,1998,20th,small
2695,Glamorama,Bret Easton Ellis,3.46,eng,546,18181,669,3/21/2000,Vintage,2000,21th,big
2696,Less Than Zero,Bret Easton Ellis,3.58,eng,208,55900,2543,6/9/2010,Vintage Books,2010,21th,small
2697,A Christmas Memory,Truman Capote,4.24,eng,48,9982,849,10/10/2006,Knopf Books for Young Readers,2006,21th,small
2698,In Cold Blood,Truman Capote/Bob Colacello,4.07,eng,343,3266,332,3/5/2002,Modern Library,2002,21th,small
